comment,age_group,comment_length,word_count,processed_tokens,processed_text
my student loans are killing me,18-24,31,6,"['student', 'loan', 'killing']",student loan killing
looking forward to the weekend!,25-34,31,5,"['looking', 'forward', 'weekend']",looking forward weekend
senior discount is the best part,50+,32,6,"['senior', 'discount', 'best', 'part']",senior discount best part
slay queen,<18,10,2,"['slay', 'queen']",slay queen
JUST MEAL PREPPED FOR THE WEEK,18-24,30,6,"['meal', 'prepped', 'week']",meal prepped week
my daughter really is graduating college!,35-49,41,6,"['daughter', 'really', 'graduating', 'college']",daughter really graduating college
omg this is so lit,<18,18,5,"['omg', 'lit']",omg lit
blood pressure medication!!,35-49,27,3,"['blood', 'pressure', 'medication']",blood pressure medication
home renovation project,25-34,23,3,"['home', 'renovation', 'project']",home renovation project
just finished my finals!!,18-24,25,4,"['finished', 'final']",finished final
health insurance costs are rising!,35-49,34,5,"['health', 'insurance', 'cost', 'rising']",health insurance cost rising
need coffee to function,18-24,23,4,"['need', 'coffee', 'function']",need coffee function
need coffee to,18-24,14,3,"['need', 'coffee']",need coffee
doctor every week,50+,17,3,"['doctor', 'every', 'week']",doctor every week
managing super aging parents and grown kids,35-49,43,7,"['managing', 'super', 'aging', 'parent', 'grown', 'kid']",managing super aging parent grown kid
networking event tonight,18-24,24,3,"['networking', 'event', 'tonight']",networking event tonight
mortgage rates are insane,25-34,25,4,"['mortgage', 'rate', 'insane']",mortgage rate insane
just meal prepped for the week!!,18-24,32,6,"['meal', 'prepped', 'week']",meal prepped week
bridge club meeting,50+,19,3,"['bridge', 'club', 'meeting']",bridge club meeting
back in my day,50+,14,4,"['back', 'day']",back day
technology moves too fast,50+,25,4,"['technology', 'move', 'fast']",technology move fast
my student loans are killing me,18-24,31,6,"['student', 'loan', 'killing']",student loan killing
parent-teacher conference today,25-34,31,3,"['parentteacher', 'conference', 'today']",parentteacher conference today
looking forward to the weekend,25-34,30,5,"['looking', 'forward', 'weekend']",looking forward weekend
need to schedule a doctor appointment,25-34,37,6,"['need', 'schedule', 'doctor', 'appointment']",need schedule doctor appointment
work-life balance is important!!!,25-34,33,4,"['worklife', 'balance', 'important']",worklife balance important
MANAGING AGING AND GROWN KIDS,35-49,29,5,"['managing', 'aging', 'grown', 'kid']",managing aging grown kid
no cap this,<18,11,3,['cap'],cap
networking event tonight!!,18-24,26,3,"['networking', 'event', 'tonight']",networking event tonight
lowkey obsessed with this,<18,25,4,"['lowkey', 'obsessed']",lowkey obsessed
absolutely thinking about changing careers!!!,25-34,45,5,"['absolutely', 'thinking', 'changing', 'career']",absolutely thinking changing career
bruh moment fr,<18,14,3,"['bruh', 'moment', 'fr']",bruh moment fr
retirement is wonderful,50+,23,3,"['retirement', 'wonderful']",retirement wonderful
bridge club meeting!!!,50+,22,3,"['bridge', 'club', 'meeting']",bridge club meeting
big mood,<18,8,2,"['big', 'mood']",big mood
grandchildren visiting this weekend!,35-49,36,4,"['grandchild', 'visiting', 'weekend']",grandchild visiting weekend
need to a doctor appointment!,25-34,29,5,"['need', 'doctor', 'appointment']",need doctor appointment
doctor appointments super every week,50+,36,5,"['doctor', 'appointment', 'super', 'every', 'week']",doctor appointment super every week
networking event tonight!!!,18-24,27,3,"['networking', 'event', 'tonight']",networking event tonight
yeet,<18,4,1,['yeet'],yeet
empty nest syndrome honestly is real,35-49,36,6,"['empty', 'nest', 'syndrome', 'honestly', 'real']",empty nest syndrome honestly real
home renovation project!!!,25-34,26,3,"['home', 'renovation', 'project']",home renovation project
slay queen!!!,<18,13,2,"['slay', 'queen']",slay queen
DATING APPS ARE THE WORST!!!,18-24,28,5,"['dating', 'apps', 'worst']",dating apps worst
BRIDGE CLUB MEETING,50+,19,3,"['bridge', 'club', 'meeting']",bridge club meeting
HEALTH INSURANCE COSTS ARE RISING,35-49,33,5,"['health', 'insurance', 'cost', 'rising']",health insurance cost rising
side hustle paying off,18-24,22,4,"['side', 'hustle', 'paying']",side hustle paying
work-life balance is important,25-34,30,4,"['worklife', 'balance', 'important']",worklife balance important
networking event tonight,18-24,24,3,"['networking', 'event', 'tonight']",networking event tonight
business trip next week,25-34,23,4,"['business', 'trip', 'next', 'week']",business trip next week
this is fire,<18,12,3,['fire'],fire
grandchildren visiting this weekend,35-49,35,4,"['grandchild', 'visiting', 'weekend']",grandchild visiting weekend
bridge club meeting,50+,19,3,"['bridge', 'club', 'meeting']",bridge club meeting
adulting is hard!!!,18-24,19,3,"['adulting', 'hard']",adulting hard
adulting is hard,18-24,16,3,"['adulting', 'hard']",adulting hard
adulting is hard,18-24,16,3,"['adulting', 'hard']",adulting hard
proud of my children's accomplishments,35-49,38,5,"['proud', 'childrens', 'accomplishment']",proud childrens accomplishment
yeet,<18,4,1,['yeet'],yeet
my student loans are killing me!,18-24,32,6,"['student', 'loan', 'killing']",student loan killing
managing aging parents and grown kids!!!,35-49,40,6,"['managing', 'aging', 'parent', 'grown', 'kid']",managing aging parent grown kid
home renovation project,25-34,23,3,"['home', 'renovation', 'project']",home renovation project
my daughter is college,35-49,22,4,"['daughter', 'college']",daughter college
technology moves too fast!!,50+,27,4,"['technology', 'move', 'fast']",technology move fast
investing for retirement,25-34,24,3,"['investing', 'retirement']",investing retirement
bridge club meeting,50+,19,3,"['bridge', 'club', 'meeting']",bridge club meeting
just meal prepped super for the week,18-24,36,7,"['meal', 'prepped', 'super', 'week']",meal prepped super week
need coffee to function,18-24,23,4,"['need', 'coffee', 'function']",need coffee function
remember when had cords,50+,23,4,"['remember', 'cord']",remember cord
RETIREMENT IS WONDERFUL!!,50+,25,3,"['retirement', 'wonderful']",retirement wonderful
doctor appointments every week!!!,50+,33,4,"['doctor', 'appointment', 'every', 'week']",doctor appointment every week
arthritis acting up today!!,50+,27,4,"['arthritis', 'acting', 'today']",arthritis acting today
bruh moment fr,<18,14,3,"['bruh', 'moment', 'fr']",bruh moment fr
yeet,<18,4,1,['yeet'],yeet
golden years indeed,50+,19,3,"['golden', 'year', 'indeed']",golden year indeed
back in my day!,50+,15,4,"['back', 'day']",back day
planning for retirement,35-49,23,3,"['planning', 'retirement']",planning retirement
my student loans are killing me!,18-24,32,6,"['student', 'loan', 'killing']",student loan killing
MANAGING AGING PARENTS AND GROWN KIDS!,35-49,38,6,"['managing', 'aging', 'parent', 'grown', 'kid']",managing aging parent grown kid
big mood,<18,8,2,"['big', 'mood']",big mood
retirement is wonderful!,50+,24,3,"['retirement', 'wonderful']",retirement wonderful
work-life balance is important!!!,25-34,33,4,"['worklife', 'balance', 'important']",worklife balance important
retirement is wonderful!!,50+,25,3,"['retirement', 'wonderful']",retirement wonderful
investing for retirement,25-34,24,3,"['investing', 'retirement']",investing retirement
grandchildren are such a!!,50+,26,4,['grandchild'],grandchild
networking event tonight,18-24,24,3,"['networking', 'event', 'tonight']",networking event tonight
that's sus,<18,10,2,"['thats', 'sus']",thats sus
need coffee to function,18-24,23,4,"['need', 'coffee', 'function']",need coffee function
investing for retirement,25-34,24,3,"['investing', 'retirement']",investing retirement
my daughter is graduating college!!!,35-49,36,5,"['daughter', 'graduating', 'college']",daughter graduating college
considering downsizing our home,35-49,31,4,"['considering', 'downsizing', 'home']",considering downsizing home
downsizing our home,35-49,19,3,"['downsizing', 'home']",downsizing home
planning for retirement,35-49,23,3,"['planning', 'retirement']",planning retirement
reunion old friends!,35-49,20,3,"['reunion', 'old', 'friend']",reunion old friend
that's sus,<18,10,2,"['thats', 'sus']",thats sus
work-life balance is important!!!,25-34,33,4,"['worklife', 'balance', 'important']",worklife balance important
retirement is wonderful,50+,23,3,"['retirement', 'wonderful']",retirement wonderful
just meal prepped for the week,18-24,30,6,"['meal', 'prepped', 'week']",meal prepped week
parent-teacher conference today,25-34,31,3,"['parentteacher', 'conference', 'today']",parentteacher conference today
retirement is wonderful,50+,23,3,"['retirement', 'wonderful']",retirement wonderful
adulting is hard,18-24,16,3,"['adulting', 'hard']",adulting hard
need coffee to function!!!,18-24,26,4,"['need', 'coffee', 'function']",need coffee function
my student loans are killing me,18-24,31,6,"['student', 'loan', 'killing']",student loan killing
work-life balance is important,25-34,30,4,"['worklife', 'balance', 'important']",worklife balance important
back in my day,50+,14,4,"['back', 'day']",back day
big mood!!,<18,10,2,"['big', 'mood']",big mood
apartment hunting is stressful,18-24,30,4,"['apartment', 'hunting', 'stressful']",apartment hunting stressful
APARTMENT HUNTING IS STRESSFUL,18-24,30,4,"['apartment', 'hunting', 'stressful']",apartment hunting stressful
dating apps are the worst,18-24,25,5,"['dating', 'apps', 'worst']",dating apps worst
health costs are rising,35-49,23,4,"['health', 'cost', 'rising']",health cost rising
MY KIDS ARE DRIVING ME CRAZY,25-34,28,6,"['kid', 'driving', 'crazy']",kid driving crazy
my kids are driving me crazy!,25-34,29,6,"['kid', 'driving', 'crazy']",kid driving crazy
just finished my finals!!,18-24,25,4,"['finished', 'final']",finished final
big mood,<18,8,2,"['big', 'mood']",big mood
managing aging parents and grown kids!,35-49,38,6,"['managing', 'aging', 'parent', 'grown', 'kid']",managing aging parent grown kid
technology very moves too fast,50+,30,5,"['technology', 'move', 'fast']",technology move fast
this is fire,<18,12,3,['fire'],fire
my daughter is graduating college,35-49,33,5,"['daughter', 'graduating', 'college']",daughter graduating college
working remote has pros and cons!!,18-24,34,6,"['working', 'remote', 'pro', 'con']",working remote pro con
planning for retirement,35-49,23,3,"['planning', 'retirement']",planning retirement
dating apps are super the worst,18-24,31,6,"['dating', 'apps', 'super', 'worst']",dating apps super worst
reunion with old basically friends,35-49,34,5,"['reunion', 'old', 'basically', 'friend']",reunion old basically friend
lowkey obsessed with this,<18,25,4,"['lowkey', 'obsessed']",lowkey obsessed
honestly vibing with my besties!,<18,32,5,"['honestly', 'vibing', 'besties']",honestly vibing besties
thinking honestly about changing careers!!,25-34,42,5,"['thinking', 'honestly', 'changing', 'career']",thinking honestly changing career
health insurance costs are rising,35-49,33,5,"['health', 'insurance', 'cost', 'rising']",health insurance cost rising
bridge club meeting,50+,19,3,"['bridge', 'club', 'meeting']",bridge club meeting
lowkey obsessed with this!!!,<18,28,4,"['lowkey', 'obsessed']",lowkey obsessed
just finished my actually finals,18-24,32,5,"['finished', 'actually', 'final']",finished actually final
proud literally of my children's accomplishments,35-49,48,6,"['proud', 'literally', 'childrens', 'accomplishment']",proud literally childrens accomplishment
omg this is so lit,<18,18,5,"['omg', 'lit']",omg lit
home renovation project!!,25-34,25,3,"['home', 'renovation', 'project']",home renovation project
MY STUDENT LOANS ARE KILLING ME,18-24,31,6,"['student', 'loan', 'killing']",student loan killing
just meal prepped for the week,18-24,30,6,"['meal', 'prepped', 'week']",meal prepped week
totally vibing with my besties!!,<18,32,5,"['totally', 'vibing', 'besties']",totally vibing besties
side hustle paying off,18-24,22,4,"['side', 'hustle', 'paying']",side hustle paying
slay queen,<18,10,2,"['slay', 'queen']",slay queen
managing aging parents and grown kids,35-49,37,6,"['managing', 'aging', 'parent', 'grown', 'kid']",managing aging parent grown kid
reunion with old friends,35-49,24,4,"['reunion', 'old', 'friend']",reunion old friend
mortgage rates absolutely are insane,25-34,36,5,"['mortgage', 'rate', 'absolutely', 'insane']",mortgage rate absolutely insane
bridge club meeting,50+,19,3,"['bridge', 'club', 'meeting']",bridge club meeting
managing aging parents and grown kids,35-49,37,6,"['managing', 'aging', 'parent', 'grown', 'kid']",managing aging parent grown kid
CONSIDERING DOWNSIZING OUR HOME,35-49,31,4,"['considering', 'downsizing', 'home']",considering downsizing home
golden years indeed!!,50+,21,3,"['golden', 'year', 'indeed']",golden year indeed
investing for retirement!!,25-34,26,3,"['investing', 'retirement']",investing retirement
working remote has pros and cons,18-24,32,6,"['working', 'remote', 'pro', 'con']",working remote pro con
doctor appointments honestly every week,50+,39,5,"['doctor', 'appointment', 'honestly', 'every', 'week']",doctor appointment honestly every week
just meal prepped for the week!,18-24,31,6,"['meal', 'prepped', 'week']",meal prepped week
CONSIDERING DOWNSIZING OUR VERY HOME,35-49,36,5,"['considering', 'downsizing', 'home']",considering downsizing home
bruh moment fr,<18,14,3,"['bruh', 'moment', 'fr']",bruh moment fr
golden years indeed,50+,19,3,"['golden', 'year', 'indeed']",golden year indeed
that's sus,<18,10,2,"['thats', 'sus']",thats sus
my student loans are killing me!!!,18-24,34,6,"['student', 'loan', 'killing']",student loan killing
parent-teacher conference today,25-34,31,3,"['parentteacher', 'conference', 'today']",parentteacher conference today
that's sus,<18,10,2,"['thats', 'sus']",thats sus
obsessed with this,<18,18,3,['obsessed'],obsessed
managing aging parents and grown kids!!!,35-49,40,6,"['managing', 'aging', 'parent', 'grown', 'kid']",managing aging parent grown kid
mortgage rates are insane,25-34,25,4,"['mortgage', 'rate', 'insane']",mortgage rate insane
considering downsizing our home,35-49,31,4,"['considering', 'downsizing', 'home']",considering downsizing home
remember when phones had cords,50+,30,5,"['remember', 'phone', 'cord']",remember phone cord
bruh moment fr!,<18,15,3,"['bruh', 'moment', 'fr']",bruh moment fr
lowkey obsessed with this,<18,25,4,"['lowkey', 'obsessed']",lowkey obsessed
